praf	pmek	plcg	PIP2	PIP3	p44.42	pakts473	PKA	PKC	P38	pjnk	expt
high	medium	medium	high	high	medium	low	high	medium	high	medium	3_cd3cd28+aktinhib
medium	medium	low	medium	high	low	low	high	medium	low	low	3_cd3cd28+aktinhib
high	medium	low	high	high	high	high	high	low	low	medium	3_cd3cd28+aktinhib
low	low	low	low	high	low	medium	high	high	high	high	3_cd3cd28+aktinhib
high	medium	medium	high	high	high	high	high	low	medium	low	3_cd3cd28+aktinhib
high	medium	medium	medium	high	high	medium	medium	high	medium	medium	3_cd3cd28+aktinhib
low	low	medium	high	high	medium	low	medium	medium	low	low	3_cd3cd28+aktinhib
low	low	low	high	medium	low	low	high	high	medium	medium	3_cd3cd28+aktinhib
medium	low	high	high	high	medium	medium	high	medium	medium	low	3_cd3cd28+aktinhib
medium	medium	low	high	medium	low	low	medium	medium	low	low	3_cd3cd28+aktinhib
high	medium	medium	high	high	high	high	medium	medium	low	low	3_cd3cd28+aktinhib
high	high	NA	high	medium	high	medium	high	medium	medium	low	3_cd3cd28+aktinhib
high	medium	medium	high	high	medium	medium	medium	medium	low	low	3_cd3cd28+aktinhib
medium	medium	medium	medium	high	high	high	high	high	medium	medium	3_cd3cd28+aktinhib
medium	high	low	high	high	medium	medium	high	medium	low	medium	3_cd3cd28+aktinhib
medium	medium	medium	low	medium	high	high	medium	low	low	low	3_cd3cd28+aktinhib
high	high	medium	medium	medium	low	low	low	medium	medium	medium	3_cd3cd28+aktinhib
high	high	medium	high	medium	low	low	medium	medium	medium	low	3_cd3cd28+aktinhib
medium	medium	low	high	high	medium	high	high	low	low	medium	3_cd3cd28+aktinhib
medium	medium	medium	medium	low	low	medium	high	medium	medium	low	3_cd3cd28+aktinhib
high	medium	medium	high	medium	medium	medium	medium	high	medium	low	3_cd3cd28+aktinhib
high	high	high	high	high	low	low	high	high	medium	medium	3_cd3cd28+aktinhib
high	high	high	medium	high	medium	low	medium	high	medium	medium	3_cd3cd28+aktinhib
high	high	low	medium	medium	high	medium	medium	high	medium	low	3_cd3cd28+aktinhib
high	high	low	high	high	low	low	medium	medium	low	medium	3_cd3cd28+aktinhib
high	high	medium	high	high	medium	low	medium	medium	medium	medium	3_cd3cd28+aktinhib
high	medium	medium	high	high	medium	high	high	medium	low	NA	3_cd3cd28+aktinhib
low	low	low	medium	high	high	high	high	medium	low	low	3_cd3cd28+aktinhib
low	low	low	high	high	medium	low	low	medium	low	medium	3_cd3cd28+aktinhib
medium	high	medium	medium	high	medium	medium	medium	medium	medium	medium	3_cd3cd28+aktinhib
medium	medium	high	medium	high	high	high	high	medium	medium	NA	3_cd3cd28+aktinhib
medium	medium	medium	high	high	medium	medium	medium	medium	medium	medium	3_cd3cd28+aktinhib
medium	medium	high	high	high	low	low	low	medium	low	low	3_cd3cd28+aktinhib
medium	medium	low	high	high	medium	medium	low	medium	low	medium	3_cd3cd28+aktinhib
medium	medium	low	medium	medium	high	high	high	medium	medium	medium	3_cd3cd28+aktinhib
medium	medium	medium	medium	low	high	medium	medium	medium	medium	medium	3_cd3cd28+aktinhib
high	medium	low	high	medium	low	low	high	high	medium	low	3_cd3cd28+aktinhib
medium	high	low	low	low	low	low	medium	medium	low	medium	3_cd3cd28+aktinhib
medium	low	medium	high	high	low	medium	high	high	high	medium	3_cd3cd28+aktinhib
high	medium	low	high	high	low	low	high	high	high	medium	3_cd3cd28+aktinhib
medium	low	medium	low	medium	low	low	high	medium	low	low	3_cd3cd28+aktinhib
medium	medium	high	medium	high	low	medium	low	medium	medium	low	3_cd3cd28+aktinhib
medium	medium	medium	low	high	low	medium	medium	high	low	low	3_cd3cd28+aktinhib
medium	medium	medium	low	low	high	medium	medium	medium	low	low	3_cd3cd28+aktinhib
low	low	medium	medium	medium	medium	low	low	low	low	low	3_cd3cd28+aktinhib
high	high	high	medium	high	low	low	high	medium	low	low	3_cd3cd28+aktinhib
low	low	high	high	high	high	high	high	medium	low	low	3_cd3cd28+aktinhib
high	medium	NA	high	high	low	low	medium	medium	medium	low	3_cd3cd28+aktinhib
high	high	medium	low	high	high	high	high	low	low	low	3_cd3cd28+aktinhib
low	medium	medium	medium	medium	medium	medium	medium	medium	medium	low	3_cd3cd28+aktinhib
medium	low	medium	high	high	low	low	high	medium	medium	medium	3_cd3cd28+aktinhib
high	high	medium	high	medium	high	medium	medium	low	low	medium	3_cd3cd28+aktinhib
low	medium	medium	medium	medium	medium	medium	medium	high	medium	medium	3_cd3cd28+aktinhib
high	high	medium	high	medium	high	high	high	high	medium	medium	3_cd3cd28+aktinhib
medium	medium	medium	medium	high	medium	high	high	medium	low	medium	3_cd3cd28+aktinhib
high	medium	low	high	medium	medium	medium	medium	medium	medium	medium	3_cd3cd28+aktinhib
low	low	low	low	medium	medium	low	medium	medium	medium	low	3_cd3cd28+aktinhib
high	high	low	high	high	medium	medium	high	low	low	low	3_cd3cd28+aktinhib
medium	medium	medium	medium	high	medium	medium	high	medium	medium	low	3_cd3cd28+aktinhib
low	medium	medium	medium	medium	medium	high	low	medium	low	low	3_cd3cd28+aktinhib
low	medium	low	high	high	high	medium	low	medium	low	low	3_cd3cd28+aktinhib
low	low	high	low	high	medium	medium	medium	high	high	high	3_cd3cd28+aktinhib
low	medium	low	high	high	low	medium	high	high	medium	low	3_cd3cd28+aktinhib
low	low	low	medium	medium	medium	low	low	high	medium	medium	3_cd3cd28+aktinhib
low	medium	low	medium	medium	low	low	high	medium	low	medium	3_cd3cd28+aktinhib
medium	medium	high	medium	high	medium	medium	low	high	high	medium	3_cd3cd28+aktinhib
medium	medium	low	high	high	high	high	medium	low	low	medium	3_cd3cd28+aktinhib
low	low	medium	high	medium	high	high	high	medium	medium	medium	3_cd3cd28+aktinhib
low	low	medium	medium	low	low	medium	medium	medium	medium	medium	3_cd3cd28+aktinhib
low	low	medium	medium	high	low	low	low	high	high	medium	3_cd3cd28+aktinhib
medium	medium	low	high	high	low	low	medium	high	high	medium	3_cd3cd28+aktinhib
low	low	low	high	high	low	low	high	low	NA	medium	3_cd3cd28+aktinhib
high	medium	high	medium	high	medium	medium	medium	medium	medium	low	3_cd3cd28+aktinhib
medium	medium	low	high	high	medium	low	low	medium	low	low	3_cd3cd28+aktinhib
low	low	high	medium	high	medium	medium	high	high	high	medium	3_cd3cd28+aktinhib
medium	high	medium	high	high	low	medium	high	medium	medium	medium	3_cd3cd28+aktinhib
low	medium	low	high	high	medium	low	high	medium	medium	medium	3_cd3cd28+aktinhib
medium	medium	low	low	high	low	low	medium	high	high	high	3_cd3cd28+aktinhib
medium	medium	low	low	high	low	low	low	low	low	medium	3_cd3cd28+aktinhib
medium	low	medium	high	high	low	medium	medium	medium	medium	medium	3_cd3cd28+aktinhib
low	medium	high	medium	medium	medium	low	high	medium	medium	medium	3_cd3cd28+aktinhib
low	medium	low	high	high	low	low	medium	medium	medium	low	3_cd3cd28+aktinhib
medium	medium	medium	medium	medium	medium	medium	low	high	high	medium	3_cd3cd28+aktinhib
high	high	medium	medium	high	high	high	high	medium	low	low	3_cd3cd28+aktinhib
high	medium	low	high	low	high	medium	medium	medium	medium	medium	3_cd3cd28+aktinhib
medium	medium	medium	high	high	medium	medium	medium	medium	medium	low	3_cd3cd28+aktinhib
medium	medium	high	high	high	medium	low	medium	medium	low	medium	3_cd3cd28+aktinhib
medium	high	low	low	low	low	low	medium	low	low	low	3_cd3cd28+aktinhib
medium	low	low	high	high	low	low	low	low	NA	medium	3_cd3cd28+aktinhib
low	low	medium	high	medium	high	medium	medium	medium	low	medium	3_cd3cd28+aktinhib
low	low	low	high	high	medium	high	high	low	low	medium	3_cd3cd28+aktinhib
medium	medium	low	low	high	low	low	high	high	medium	medium	3_cd3cd28+aktinhib
low	medium	high	medium	high	medium	high	medium	low	low	low	3_cd3cd28+aktinhib
low	low	medium	medium	low	medium	medium	high	medium	low	medium	3_cd3cd28+aktinhib
medium	medium	medium	high	high	high	medium	low	medium	low	low	3_cd3cd28+aktinhib
low	medium	medium	medium	high	medium	medium	medium	high	high	medium	3_cd3cd28+aktinhib
medium	medium	low	high	medium	low	low	low	medium	medium	low	3_cd3cd28+aktinhib
medium	medium	high	high	high	medium	medium	medium	high	medium	medium	3_cd3cd28+aktinhib
medium	medium	high	high	high	low	low	medium	medium	medium	low	3_cd3cd28+aktinhib
medium	medium	medium	medium	high	medium	medium	low	low	low	low	3_cd3cd28+aktinhib
medium	high	medium	high	high	medium	medium	high	medium	medium	low	3_cd3cd28+aktinhib
high	medium	medium	high	high	medium	high	high	medium	low	medium	3_cd3cd28+aktinhib
medium	medium	medium	high	high	medium	high	high	high	high	medium	3_cd3cd28+aktinhib
medium	high	low	medium	medium	medium	medium	high	medium	medium	medium	3_cd3cd28+aktinhib
low	low	low	medium	high	medium	medium	medium	medium	low	low	3_cd3cd28+aktinhib
medium	medium	medium	medium	medium	low	low	low	high	high	medium	3_cd3cd28+aktinhib
low	medium	low	high	high	medium	medium	medium	medium	medium	low	3_cd3cd28+aktinhib
high	high	medium	high	high	high	high	high	high	high	medium	3_cd3cd28+aktinhib
medium	medium	low	high	medium	medium	medium	medium	low	low	low	3_cd3cd28+aktinhib
medium	medium	low	low	high	medium	medium	medium	medium	medium	low	3_cd3cd28+aktinhib
medium	medium	low	low	medium	medium	medium	medium	high	high	medium	3_cd3cd28+aktinhib
medium	medium	high	high	high	low	low	high	high	high	medium	3_cd3cd28+aktinhib
low	medium	high	high	high	medium	low	medium	high	medium	low	3_cd3cd28+aktinhib
high	medium	medium	medium	high	medium	medium	high	medium	medium	low	3_cd3cd28+aktinhib
medium	medium	high	high	high	medium	low	medium	medium	medium	low	3_cd3cd28+aktinhib
low	low	low	low	high	high	high	high	medium	medium	medium	3_cd3cd28+aktinhib
medium	medium	medium	high	high	low	low	high	medium	medium	medium	3_cd3cd28+aktinhib
low	medium	medium	medium	medium	high	high	high	medium	low	medium	3_cd3cd28+aktinhib
low	low	low	low	medium	high	medium	high	medium	medium	low	3_cd3cd28+aktinhib
high	high	low	high	high	high	medium	high	medium	medium	low	3_cd3cd28+aktinhib
low	medium	high	high	high	high	high	high	high	medium	low	3_cd3cd28+aktinhib
medium	medium	low	high	high	low	low	high	medium	medium	medium	3_cd3cd28+aktinhib
high	high	low	high	high	medium	medium	medium	low	low	medium	3_cd3cd28+aktinhib
high	high	low	low	high	low	low	high	medium	medium	medium	3_cd3cd28+aktinhib
medium	medium	low	high	high	medium	medium	medium	high	high	medium	3_cd3cd28+aktinhib
medium	medium	medium	medium	high	medium	medium	high	low	medium	high	3_cd3cd28+aktinhib
medium	low	low	high	medium	high	high	high	high	medium	medium	3_cd3cd28+aktinhib
medium	medium	medium	low	low	medium	medium	medium	high	medium	medium	3_cd3cd28+aktinhib
medium	medium	low	high	high	medium	medium	medium	low	low	low	3_cd3cd28+aktinhib
medium	medium	high	high	high	medium	medium	high	high	high	high	3_cd3cd28+aktinhib
medium	medium	medium	high	medium	low	medium	medium	medium	medium	low	3_cd3cd28+aktinhib
medium	medium	medium	medium	high	low	medium	medium	high	medium	NA	3_cd3cd28+aktinhib
low	high	medium	high	medium	medium	low	medium	medium	medium	medium	3_cd3cd28+aktinhib
medium	medium	NA	high	high	medium	medium	medium	medium	low	low	3_cd3cd28+aktinhib
medium	medium	low	low	low	medium	medium	medium	medium	medium	low	3_cd3cd28+aktinhib
high	high	medium	medium	high	low	low	high	high	medium	medium	3_cd3cd28+aktinhib
low	medium	low	high	high	low	low	medium	high	medium	medium	3_cd3cd28+aktinhib
medium	medium	high	high	high	medium	low	medium	low	low	medium	3_cd3cd28+aktinhib
medium	medium	low	medium	medium	low	low	medium	medium	medium	medium	3_cd3cd28+aktinhib
low	medium	medium	high	high	low	medium	high	medium	medium	low	3_cd3cd28+aktinhib
medium	medium	high	high	high	medium	medium	medium	medium	medium	medium	3_cd3cd28+aktinhib
high	high	medium	medium	medium	medium	medium	medium	NA	NA	low	3_cd3cd28+aktinhib
medium	high	high	medium	high	low	medium	medium	medium	low	low	3_cd3cd28+aktinhib
medium	high	medium	high	high	medium	medium	high	NA	low	low	3_cd3cd28+aktinhib
medium	low	medium	high	high	medium	medium	medium	high	medium	medium	3_cd3cd28+aktinhib
high	medium	low	high	medium	high	high	high	high	high	low	3_cd3cd28+aktinhib
medium	medium	low	high	high	low	medium	high	medium	medium	medium	3_cd3cd28+aktinhib
low	low	low	high	high	medium	medium	medium	medium	low	low	3_cd3cd28+aktinhib
medium	low	medium	medium	medium	medium	medium	high	high	medium	low	3_cd3cd28+aktinhib
low	low	medium	high	medium	medium	medium	low	high	low	low	3_cd3cd28+aktinhib
low	medium	high	high	high	medium	medium	medium	medium	medium	low	3_cd3cd28+aktinhib
high	high	medium	high	medium	medium	medium	medium	medium	medium	low	3_cd3cd28+aktinhib
medium	medium	low	high	high	low	low	medium	high	medium	medium	3_cd3cd28+aktinhib
medium	low	high	high	high	high	high	low	high	medium	low	3_cd3cd28+aktinhib
low	medium	medium	medium	medium	low	low	medium	high	medium	low	3_cd3cd28+aktinhib
low	medium	low	high	high	high	high	high	medium	low	low	3_cd3cd28+aktinhib
medium	medium	medium	high	medium	high	high	high	high	medium	low	3_cd3cd28+aktinhib
low	low	medium	medium	high	medium	medium	medium	high	medium	low	3_cd3cd28+aktinhib
low	medium	low	high	high	medium	medium	high	medium	medium	medium	3_cd3cd28+aktinhib
medium	medium	low	high	medium	low	low	medium	medium	low	medium	3_cd3cd28+aktinhib
medium	medium	low	high	medium	high	high	high	high	high	medium	3_cd3cd28+aktinhib
medium	medium	low	low	medium	low	medium	medium	medium	low	low	3_cd3cd28+aktinhib
high	medium	medium	high	high	medium	high	high	high	high	medium	3_cd3cd28+aktinhib
high	high	medium	medium	NA	low	low	medium	medium	medium	low	3_cd3cd28+aktinhib
medium	medium	medium	high	high	low	low	medium	medium	medium	low	3_cd3cd28+aktinhib
low	low	low	medium	high	low	low	high	high	medium	medium	3_cd3cd28+aktinhib
medium	low	low	medium	medium	high	high	high	medium	medium	medium	3_cd3cd28+aktinhib
high	medium	low	medium	high	high	high	high	medium	medium	medium	3_cd3cd28+aktinhib
low	medium	low	medium	low	low	low	medium	medium	medium	medium	3_cd3cd28+aktinhib
high	high	low	high	high	low	low	high	medium	medium	low	3_cd3cd28+aktinhib
high	medium	low	high	medium	high	medium	high	high	medium	medium	3_cd3cd28+aktinhib
high	high	medium	high	high	medium	low	medium	NA	low	medium	3_cd3cd28+aktinhib
low	low	low	medium	high	high	medium	low	high	high	medium	3_cd3cd28+aktinhib
medium	high	medium	high	high	low	low	low	medium	medium	high	3_cd3cd28+aktinhib
medium	medium	medium	low	low	medium	medium	low	high	medium	medium	3_cd3cd28+aktinhib
high	medium	low	low	high	medium	medium	medium	medium	medium	medium	3_cd3cd28+aktinhib
low	medium	low	high	high	medium	medium	medium	medium	medium	low	3_cd3cd28+aktinhib
high	medium	medium	medium	high	low	low	high	high	medium	medium	3_cd3cd28+aktinhib
medium	low	low	medium	high	medium	medium	medium	high	high	medium	3_cd3cd28+aktinhib
low	low	low	high	medium	low	low	medium	low	low	low	3_cd3cd28+aktinhib
medium	medium	low	high	medium	high	medium	low	high	medium	medium	3_cd3cd28+aktinhib
low	medium	medium	high	medium	low	low	medium	low	low	low	3_cd3cd28+aktinhib
low	medium	high	medium	high	medium	low	high	medium	low	medium	3_cd3cd28+aktinhib
medium	low	medium	high	high	high	high	high	high	high	medium	3_cd3cd28+aktinhib
low	low	medium	high	high	low	low	high	high	medium	medium	3_cd3cd28+aktinhib
medium	low	medium	medium	medium	high	medium	medium	medium	medium	low	3_cd3cd28+aktinhib
low	medium	high	medium	high	high	high	high	medium	medium	medium	3_cd3cd28+aktinhib
high	medium	medium	high	high	medium	medium	medium	NA	low	low	3_cd3cd28+aktinhib
high	medium	medium	high	high	low	medium	medium	high	medium	medium	3_cd3cd28+aktinhib
low	medium	medium	medium	medium	high	medium	low	high	high	medium	3_cd3cd28+aktinhib
medium	medium	low	high	medium	medium	medium	low	medium	medium	low	3_cd3cd28+aktinhib
medium	medium	low	high	high	medium	high	high	high	medium	low	3_cd3cd28+aktinhib
low	medium	medium	medium	low	medium	medium	medium	medium	medium	medium	3_cd3cd28+aktinhib
high	high	low	high	high	high	medium	medium	medium	medium	low	3_cd3cd28+aktinhib
medium	low	low	high	medium	low	low	medium	high	medium	medium	3_cd3cd28+aktinhib
low	medium	low	high	high	low	low	medium	low	low	medium	3_cd3cd28+aktinhib
low	medium	low	high	medium	low	low	high	medium	high	low	3_cd3cd28+aktinhib
high	high	medium	high	high	medium	medium	medium	high	medium	medium	3_cd3cd28+aktinhib
high	medium	high	high	high	medium	medium	high	medium	low	low	3_cd3cd28+aktinhib
low	medium	medium	high	high	high	medium	medium	medium	low	low	3_cd3cd28+aktinhib
medium	medium	low	high	high	medium	medium	medium	high	medium	low	3_cd3cd28+aktinhib
high	high	high	high	high	medium	medium	medium	high	medium	medium	3_cd3cd28+aktinhib
low	low	low	high	medium	medium	medium	low	high	medium	medium	3_cd3cd28+aktinhib
low	low	low	low	medium	medium	medium	medium	medium	medium	medium	3_cd3cd28+aktinhib
low	low	medium	medium	medium	low	low	medium	low	low	low	3_cd3cd28+aktinhib
low	low	medium	high	high	medium	medium	low	high	medium	medium	3_cd3cd28+aktinhib
low	medium	high	high	high	high	high	high	high	medium	medium	3_cd3cd28+aktinhib
low	low	low	high	high	low	low	high	medium	medium	low	3_cd3cd28+aktinhib
medium	medium	high	high	high	high	high	high	high	medium	low	3_cd3cd28+aktinhib
low	low	low	high	high	medium	medium	medium	medium	low	medium	3_cd3cd28+aktinhib
low	low	medium	medium	high	high	high	high	medium	low	low	3_cd3cd28+aktinhib
low	medium	high	high	high	high	medium	low	medium	medium	medium	3_cd3cd28+aktinhib
low	low	low	low	low	high	medium	low	medium	medium	low	3_cd3cd28+aktinhib
low	medium	low	high	high	medium	medium	medium	medium	medium	medium	3_cd3cd28+aktinhib
low	low	medium	high	high	high	high	high	low	low	low	3_cd3cd28+aktinhib
medium	medium	low	high	high	low	medium	high	high	medium	medium	3_cd3cd28+aktinhib
medium	medium	medium	high	high	medium	high	medium	medium	medium	medium	3_cd3cd28+aktinhib
medium	low	high	medium	high	medium	low	medium	high	low	low	3_cd3cd28+aktinhib
medium	medium	low	low	high	low	low	medium	medium	medium	low	3_cd3cd28+aktinhib
low	low	low	high	high	high	high	high	high	medium	medium	3_cd3cd28+aktinhib
medium	low	low	medium	high	low	low	high	high	medium	low	3_cd3cd28+aktinhib
low	low	medium	high	high	high	high	high	high	high	medium	3_cd3cd28+aktinhib
high	medium	low	medium	medium	low	low	high	high	medium	medium	3_cd3cd28+aktinhib
low	low	high	high	high	medium	medium	medium	medium	medium	medium	3_cd3cd28+aktinhib
medium	low	low	high	medium	medium	medium	high	high	medium	medium	3_cd3cd28+aktinhib
medium	medium	medium	high	high	high	high	high	medium	high	medium	3_cd3cd28+aktinhib
medium	medium	medium	high	high	low	low	medium	low	low	low	3_cd3cd28+aktinhib
medium	low	low	medium	medium	medium	medium	low	high	medium	medium	3_cd3cd28+aktinhib
